"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3.11912752370642,6.1365670772725,9.05485451234051,11.876477660161,14.6038781922733,17.2394534244172,19.7855580642911,22.2445059045349,10.411807204603,20.5013157377149,30.2749042090128,39.7389135239646,48.8996481752753,57.7633775068521,66.3363369488951,74.6247292267959,13.5137171365168,26.5710227351045,39.1837186485369,51.3633559804324,63.1212451440067,74.4684655847814,85.4158751805154,95.9741193278996,3.88520641628259,7.61881010126376,11.2056334425974,14.6503468466215,17.9574758381622,21.1314078590683,24.1763987773287,27.0965791207351,0.31051628829664,0.611527640763143,0.903206062752361,1.18572344357221,1.45925155999407,1.72396208009309,1.98002656673532,2.22761648129983,4.19397718802838,8.22353627959251,12.0939311284664,15.810248820194,19.3774174856197,22.8002137803818,26.0832700453266,29.2310811628881
3.51275012923543,6.91158505740952,10.1995590037222,13.3796575695674,16.4548005664308,19.4278447424233,22.3015864127867,25.0787639958901,12.230221203213,24.0793302307148,35.5551828683544,46.6655777632647,57.418258447932,67.8209153177595,77.8811875602826,87.6066650393257,15.7176128035417,30.8924798429102,45.5398103905447,59.6744325355354,73.3108095690268,86.4630557435349,99.1449514310815,111.369957704875,4.24127452160349,8.31146938802294,12.2165300219285,15.9621849286793,19.5539569008292,22.997173673516,26.296978061634,29.4583376057736,0.33031629101049,0.650583936478142,0.960987135751225,1.26170992546486,1.55293618542305,1.83484964381921,2.1076338825203,2.37147234256111,4.56941704974088,8.95359909772696,13.159020312492,17.1919164854497,21.0582973843632,24.7639584990002,28.3144922121987,31.7152984279772
3.87663000304326,7.62786250602289,11.2572623877487,14.7683041158443,18.1643756440126,21.4487821557695,24.6247496621673,27.6954284593774,13.9291963241963,27.4225539280789,40.4893627475536,53.1388329337332,65.3800977570112,77.2222164387625,88.6741769108015,99.7448985045456,17.7710152052681,34.9153201826008,51.4517083309645,67.3984389741826,82.7732615741056,97.5934389261287,111.875769381789,125.636608144325,4.57026416164808,8.95123356379941,13.1499390492187,17.1731213964424,21.0272474196024,24.7185251988798,28.2529184932263,31.636160384989,0.346499633734993,0.682534645206488,1.00829834379635,1.32398383076202,1.62978400689917,1.92589157938323,2.21249906899709,2.48979881668652,4.91416921708981,9.62369199722286,14.1362232385012,18.4590990838669,22.5993546824644,26.5637409863932,30.3587406416809,33.9905830260755
4.21387721525275,8.2913505536626,12.2365002496419,16.0532921976969,19.7455830896699,23.3171253337536,26.7715717673424,30.1124801710708,15.5036083588809,30.5205741000534,45.0615792296239,59.1372000151655,72.7579109431005,85.9340885696212,98.6760152684706,110.993882877854,19.6720209469087,38.6355318760975,56.9131078138713,74.5266100890622,91.4972203496526,107.845473030154,123.591286346216,138.753991890045,4.81703025276443,9.43383297877119,13.8583560180958,18.0981824494638,22.1605520135881,26.0523812677608,29.7802825563203,33.3505818740219,0.359194044016931,0.707685640257182,1.04567295454376,1.37335390846158,1.69092618761101,1.99858725037097,2.29653433576391,2.58496447169045,5.17322210563236,10.1298711758346,14.8786071365751,19.4276893549259,23.7850002752542,27.958067646544,31.9540854365243,35.7799335166206
4.52818014296065,8.90921459874687,13.147712051164,17.2481401456622,21.2148320971369,25.0519929994833,28.763705849938,32.3539373037488,16.952983108189,33.3723321533625,49.2700748675171,64.6581043775014,79.5481843871264,93.9519542134182,107.880933678744,121.346527863894,21.4240061859507,42.0598640819949,61.9341221761022,81.0724070221368,99.4994694298333,117.239228389278,134.31481285296,150.748601488249,5.0066206245566,9.80621786988127,14.407558676114,18.818977794531,23.0484044747922,27.1033874477108,30.991118321429,34.7184535046032,0.369253567164151,0.727681480601632,1.07548496924665,1.41286499041871,1.74002223923117,2.05715715782139,2.36446994425876,2.66216056180349,5.37248617486227,10.5207626768708,15.4543874606128,20.1824439523549,24.7135705037716,29.055987950773,33.2175254138338,37.2056444617401
4.82158829864795,9.48552474740859,13.9969594293788,18.3608716985866,22.582078529913,26.6652424670026,30.6148791883164,34.4353647124877,18.2753346873508,35.9741779850267,53.1098345330466,69.6954434144446,85.7439847100911,101.26828585772,116.281027819155,130.79475106307,23.0272374358952,45.1895294181169,66.5175388873303,87.0407710234826,106.787634198716,125.785497722752,144.060746568927,161.6388332544,5.16611872822148,10.1195781805905,14.8698761278665,19.4260147656388,23.7965326812399,27.9895346438537,32.012719380275,35.8734054874567,0.377444004791414,0.744001432300138,1.09987526371765,1.44526818670727,1.78038260540166,2.1054206502464,2.42058418820704,2.72607483160311,5.53980600582611,10.8490187329213,15.937999601665,20.8165658244266,25.4940256998027,29.9792114891476,34.2805100572043,38.4058914440577
5.16377946080217,10.1539891232264,14.9765590004323,19.6372084896917,24.1414572859478,28.4946357354472,32.7018946614456,36.7682146911093,19.7793390181623,38.9182387570938,57.4320562896534,75.3359423407528,92.644849831963,109.373542155326,125.536601183269,141.148435023399,24.8592491704097,48.7473246801829,71.700541902691,93.7537419518745,114.940374091232,135.292573498012,154.841234674197,173.616080775582,5.29215483292489,10.3669320791682,15.2344796358146,19.9043903370447,24.3857391636429,28.6871177805391,32.8166666120854,36.7821046486332,0.383896906135647,0.756890722742128,1.11918523271015,1.47098390758651,1.81248991880034,2.14390614758736,2.46543519520742,2.77727939327679,5.67194744280539,11.1079188984005,16.3189927075355,21.3156374730152,26.1077531634124,30.7047092458512,35.1153800855537,39.3481778272353
5.53734646758107,10.8834251835879,16.0450438704686,21.0287450080333,25.8408203579781,30.487324693069,34.9740887792408,39.3067316560688,21.3656072728008,42.0257610093978,61.9976735262759,81.2982982771687,99.9443409967147,117.952270471612,135.338328948723,152.118542194779,26.802315081832,52.5197670184114,77.1949954806918,100.868744585449,123.579975186756,145.365970366613,166.262434587174,186.303586931484,5.38833521131028,10.555331429997,15.5117155706446,20.2676036537977,24.8325431877242,29.2155523651583,33.4251563368301,37.4694208013275,0.388928594876006,0.766968335244314,1.13432313170313,1.49119657005303,1.83779192173949,2.17431215524471,2.50095994599894,2.81793768717375,5.77283369320912,11.305136758175,16.6086282173003,21.6943557256499,26.5727424117506,31.2536301774246,35.7463197506721,40.0596077583056
5.83130749959719,11.4631624236013,16.9029464449218,22.1577291636136,27.2342857767428,32.1391137181878,36.8784483359769,41.4582776698652,22.5490914502116,44.3744529401026,65.4937676010624,85.9244221788244,105.683519869354,124.787892705517,143.254113509235,161.09850742693,28.2626864105274,55.3822756039385,81.4057931598276,106.378008695755,130.341574993052,153.337158123879,175.403559233535,196.577828576565,5.46746262469674,10.7100798825958,15.7391068722942,20.5651346959045,25.1981379623439,29.647518577018,33.9221461351437,38.0303952079159,0.393067841125912,0.775282416474852,1.14684729467751,1.50796570820501,1.85884056444468,2.19967445675275,2.53066967533539,2.85202821744042,5.85578795270521,11.4669917879393,16.845916923173,22.0041386713366,26.9525547707611,31.7014337843382,36.2604597255572,40.6387732322302
6.07040800334767,11.9385229703398,17.6121623558104,23.0987966757571,28.405569711626,33.5393174728935,38.5065860024392,43.3136481044423,23.4519821061933,46.1869861728511,68.2228610088996,89.577137949712,110.26704462087,130.309518198371,149.72121818426,168.518538716923,29.3882268929322,57.6063190552013,84.7046550345398,110.731081777197,135.731076114105,159.747895220517,182.822716888847,204.994770384807,5.53242010084648,10.8367712751013,15.9247985566881,20.8075319561916,25.4953390539476,29.9979733367402,34.3246186534543,38.4839301331019,0.396494829223343,0.782186728506531,1.15727859976391,1.52197299938427,1.87647214972969,2.22097795052991,2.55569198948035,2.88081555315694,5.92387070101393,11.5994211960187,17.0395025073017,22.2561790016659,27.2607865817943,32.0639861406461,36.6758127029752,41.1057206341128
6.28801204455306,12.371741970081,18.2593461813073,23.9586061226945,29.4769506082188,34.8214767190635,39.9989693712727,45.015919647303,24.2202176653868,47.7355831271875,70.5638907234323,92.7226062622955,114.22888121743,135.099566384914,155.35122502288,175.000145496357,30.3580225019967,59.5256405344488,87.5558890800527,114.499046493274,140.402815099877,165.312488929463,189.271109597513,212.319611270452,5.58471749191722,10.9383452300031,16.0730881205077,21.00038664913,25.7309745460324,30.2749316372052,34.6417323204163,38.840290064636,0.399274591748508,0.787809828739228,1.16580765377751,1.53346965706112,1.89099708751689,2.23859086408504,2.57645158664786,2.90477954714163,5.97865521925837,11.7054870878377,17.193860147841,22.4562974418703,27.50454435289,32.3496270855508,37.0019062814413,41.4711262131094
6.48406341762973,12.7625645786156,18.8439131965886,24.7361218181944,30.4468298907007,35.9833262330365,41.3525700279472,46.5612104435668,24.8466634699427,49.0053031829469,72.4934665380333,95.3283693227885,117.526909942943,139.10568309533,160.080992909046,180.468865576777,31.1650390373485,61.125689771523,89.9370120874115,117.651129320303,144.317424672574,169.98272316099,194.691460277,218.485838437297,5.61805269824572,11.0023497360236,16.1655199789525,21.1193805150601,25.8749993303998,30.442752603958,34.8323771285474,39.0530183124711,0.401106037979503,0.791556682106602,1.17155249854295,1.54129369486373,1.90098013176419,2.25081133425601,2.59098650272108,2.92170452388507,6.01354426599494,11.7721657323585,17.2897037175096,22.5791033648082,27.6524850698551,32.5212079150592,37.195927681545,41.6866499446065
6.65074928651518,13.0957405805261,19.3435387094389,25.402295384553,31.2797745636046,36.9833760848943,42.5201577057225,47.8968556628772,25.2855827825932,49.9061288602259,73.8787163723773,97.2200961867698,119.94670579439,142.074682650097,163.619876981595,184.597864091515,31.7561864301707,62.3030007521909,91.6968033129232,119.990887802277,147.2356895806,173.478978257764,198.766035842914,223.139821664288,5.62453518797611,11.0136019403548,16.1801851458846,21.136414959797,25.8936342168837,30.462459910178,34.8528393086477,39.0741012273575,0.401063637056268,0.791610157080299,1.17183769832434,1.54194403700114,1.90212659938243,2.25258247249758,2.59350841532171,2.92510086982838,6.0197350211248,11.7825082015503,17.3025595694055,22.5931870817892,27.6668213423866,32.535093708177,37.2088984270807,41.6984493816274
6.76464334360844,13.3254770490067,19.6910823703242,25.8696197971115,31.8688551196782,37.6961836826988,43.35865296665,48.862983625091,25.4125100588103,50.1932887438774,74.3586359193195,97.9245367609169,120.906674926732,143.320445192517,165.18096557612,186.503088972688,31.9846507844644,62.7712014399377,92.4162930882089,120.973436675014,148.493227929017,175.023545748418,200.60973543233,225.294778040645,5.59078704299679,10.946622570412,16.0807012610094,21.0053305110816,25.7320017650831,30.2714554251237,34.6337399739948,38.8282658790863,0.396957197152346,0.783672798502607,1.16033991221218,1.5271512869565,1.884299322944,2.23197608294413,2.57037330321396,2.89968240391522,5.98168802021257,11.7068476112061,17.1899590075529,22.4445239030624,27.483144555456,32.3175957337485,36.9588902206293,41.4173385037976
6.79729989725888,13.3963915350939,19.805665542374,26.0330961227269,32.0862669751549,37.9723953851415,43.6983546315346,49.2706948384906,25.0600008333528,49.5380102683173,73.4490946172615,96.8080283431461,119.629306038595,141.927153911951,163.715540803142,185.008188749785,31.6561678963611,62.1524403203749,91.5442231859682,119.883824385233,147.220667834462,173.60149078887,199.070525874745,223.669669153089,5.48857955070957,10.7470398596636,15.7884974957911,20.6251708239794,25.2684533941199,29.7289805953125,34.0166902552812,38.140877789962,0.385191384018754,0.760681198822795,1.12665252605223,1.48328810013879,1.83077031870687,2.16928125317918,2.49900265889141,2.82011598523025,5.86763732370548,11.4839721353178,16.8634076722165,22.019356020887,26.9643195469857,31.7099648157282,36.2671897641228,40.6461848027826
6.72724469384468,13.2667725750455,19.626514584319,25.8140050046578,31.8364061534076,37.700531316596,43.412866063867,48.9795880721789,24.0959702183978,47.6806463364348,70.7672952698874,93.3689263284776,115.498301506153,137.167945346542,158.390154399543,179.177006290511,30.6188816432125,60.1519740553408,88.6514816244372,116.166664967276,142.74404450234,168.427587978681,193.258883362114,217.277298350172,5.29322723751136,10.3674776410676,15.2353513876191,19.9085738827531,24.3980681099115,28.7140202401999,32.8659391918252,36.8627107543755,0.362378748985634,0.715976182187546,1.06095816042966,1.39749022442038,1.72573760398643,2.04586522760269,2.35803773139753,2.66241946829962,5.64957607684232,11.0601004022697,16.2454151294157,21.2183966405461,25.9910358602128,30.5745110489466,34.9792538525006,39.2150092937304
6.53919711852541,12.9059942125584,19.1075965599372,25.150847813431,31.042252414717,36.7879964068253,42.3939667713888,47.8657694081802,22.5334141766128,44.6438252973824,66.3422320135423,87.6394179813718,108.545960148442,129.072236695018,149.228434646803,169.024557173899,28.8718319978159,56.7670553408121,83.7327344548384,109.813263436778,135.050549967588,159.484184694309,183.151597356248,206.088200807587,5.00498296176181,9.80864945670749,14.4226051243101,18.8576432824732,23.1238125887461,27.2304783332826,31.186378024096,34.9996718498736,0.32825532029733,0.649026297888781,0.962454443368415,1.26868098812747,1.56784689258109,1.86009285388081,2.14555931351867,2.42438646487017,5.32752153748538,10.4355240876542,15.3367594445169,20.0430822201836,24.5655249800913,28.9143662717529,33.0991922871,37.1289528147962
6.27569043723304,12.3966935336859,18.3693433214064,24.1996558381697,29.8933486953561,35.4558592485648,40.8923614823366,46.2077817101086,20.6389020140612,40.9476352698094,60.9348107440086,80.6088676138768,99.978079599099,119.050561040731,137.834272728643,156.337027489729,26.7229029585286,52.5958304198435,77.6596492556945,101.95289450179,125.511928733258,148.371088884114,170.56282160927,192.117808185904,4.66231710586794,9.1449234137865,13.4581078096701,17.6114372179514,21.613816846451,25.473544732652,29.1983611871048,32.7954936600911,0.28739310686899,0.568796686702285,0.844324158910354,1.11408871174081,1.37820330813213,1.63678069208038,1.88993339430908,2.13777373831113,4.94446663435201,9.69338731720063,14.2580656860596,18.6490077226749,22.8759886711233,26.9481135954438,30.8738722441337,34.6611888106679
6.01731295472257,11.896145533304,17.6420066529161,23.2601290974392,28.7554863856045,34.1328084391386,39.3965961460676,44.5511349073292,18.795588409332,37.3419299453353,55.6455655080362,73.7128997494424,91.5502058890119,109.163630331302,126.559197093669,143.742812053752,24.6323795981695,48.532118999534,71.7341926584958,94.2715659470089,116.175331330497,137.47483388683,158.19778709501,178.370379736604,4.32372092710659,8.48908806070563,12.5050341995834,16.3798664483991,20.1213183242282,23.7365969335067,27.2324257328354,30.6150833322837,0.247217344890032,0.489861702907433,0.728019891893382,0.96177854131588,1.19122409669706,1.41644282455172,1.63752081621624,1.8545439929245,4.56622099643266,8.9606430212649,13.1930761796455,17.2726390103078,21.2078163829831,25.0065118904479,28.6760953135183,32.2234456700025
5.80345869608175,11.4808702276117,17.03708042404,22.4766931696498,27.804085106106,33.0234192932169,38.1386579123251,43.1535740857714,17.2565843045944,34.3232296032094,51.2049623336945,67.9066976617328,84.433243278469,100.789303042397,116.979480475117,133.008282115122,22.8903726966596,45.1397143011017,66.7782318486642,87.8343858525601,108.335007943737,128.305409377987,147.769481200266,166.749786784563,4.03370512143488,7.9268385917909,11.6871709252915,15.321930696821,18.8378495180563,22.2412027665663,25.5378465109923,28.7332510257273,0.213830055266499,0.424209533719932,0.631204205498307,0.834879683564054,1.03530142735406,1.23253474602654,1.42664480205019,1.61769661439723,4.24330059529404,8.33460237708164,12.2824343013134,16.0947260163487,19.7788578609965,23.3417061178018,26.7896840205719,30.1287789549032
5.63987999247172,11.1622262577217,16.5713996257912,21.8715448679736,27.0666037812605,32.1603273507494,37.1562870621448,42.057885431837,16.0691330125666,31.9864016247387,47.7558526578002,63.3814378371992,78.8670169562339,94.2163609133498,109.433154628658,124.52099984338,21.5487847251459,42.5205540862265,62.9419911667173,82.8382315779477,102.232967300177,121.148542524801,139.606042184878,157.625373799679,3.80550754061915,7.48363675740154,11.0412692074705,14.4848094515826,17.8202245095976,21.0530795995033,24.1885705476452,27.2315532137154,0.189223337849512,0.375767179945342,0.559682854676112,0.741021553009205,0.919834331308607,1.0961721142113,1.27008569716133,1.44162574938503,3.99089195425302,7.8444857717609,11.5683297137122,15.169444214451,18.6543657732282,22.0291866913821,25.2995910915686,28.4708876027398
5.51259321204827,10.9133044235701,16.2061479864234,21.3949416999369,26.4833186768975,31.4747383760639,36.3724968666785,41.179736386125,15.1466787260883,30.1644176724319,45.0566663579789,59.8267895934126,74.4780702418691,89.0137118712231,103.436841301397,117.750511051977,20.5069637588585,40.4801970709352,59.9438380460383,78.9206280243213,97.4320050543384,115.498190220342,133.138267427586,150.370257201447,3.628345695284,7.13867596985824,10.5372194402714,13.8297764928448,17.0217545944329,20.1182002854854,23.1238282004683,26.0430474226393,0.171980644452901,0.341769524752635,0.509408840292508,0.674940664705787,0.838406948314173,0.999849520772273,1.15931009318717,1.31683026037854,3.79679786501333,7.46672715105558,11.0166150177967,14.4528144424285,17.7812435359859,21.0074211480647,24.1364991478256,27.1732917259284
